gender,age,education,major,regions,eservice_usage,device_skill_level,freq_used,connection_type,used_purpose,PC_OS,phone_OS,security_apps,secure_level,check_legitimacy,pass_my_info,clicking_on_banners,privacy_settings,SM_services_protect_info,terms_conditions,change_pass_frequently,feel_safe_public_Wi-Fi,no_value_to_hackers?,install_software_updates,careful_clicking_on_links,Internet_security,Internet_security_up_to_date,updated_about_CC_(offline Sources),updated_about_CC(_Online Sources),avoid_disclosing,risk_increased,not_secure,protected,Accept_surveillance,law_manage,informed_threat,phishing_emails,identity_theft,malware,unable_access_online,encountering_extremism,online_extortion,concerned_about_identity_theft,concerned_about_encountering_child_pornography,concerned_about_receiving_phishing_emails,concerned_about_not_being_able_to_access_online,concerned_about_encountering_religious_extremism_material_,opinion_about_online_extortion,future_feeling_CC,government_responsible,media_responsible,tele_responsible,user_responsible,education_responsible,government_role,victim,not_victim_would_like_to_report,new_major,new_ragions,updated_about_CC_(offline Sources)_2,updated_about_CC(_Online Sources)_2
Female,Adult,Undergraduate,Education,Riyadh,Once a day,Beginner,1,Private Wi-Fi,1,I don't know,IOS,"Anti-virus, Software update,Backup",Very secure,Often,Sometimes,Always,Seldom,Seldom,Often,Seldom,Always,Sometimes,Often,Often,2,Yes,I do not feel that I keep myself updated,"TV, news, radio",Strongly Agree,Agree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Do not know,Do not know,Always,Sometimes,Sometimes,Do not know,Always,Never,Always,Always,Always,Always,serious issue,Disagree,Strongly Agree,Strongly Agree,Neutral,Disagree,public awareness,No,"Yes, I would",Not Technical,Central_Province,No,Yes
Female,Early adulthood,Undergraduate,Computer Science,Makkah,Frequently,Intermediate,2,Cellular network,4,Windows,IOS,"Authentication (e.g. password, PIN) ,Backup",Very secure,Often,Always,Always,Always,Often,Often,Seldom,Seldom,Seldom,Always,Always,2,Yes,Internet service provider ISPs,"TV, news, radio",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Always,Do not know,Sometimes,Sometimes,Sometimes,Do not know,Always,Never,Never,Always,Always,Always,serious issue,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,Yes
Male,Mature adulthood,Undergraduate,Computer Science,Makkah,Once a day,Intermediate,3,Private Wi-Fi,4,Windows,Android,Anti-virus,Very secure,Always,Often,Always,Often,Often,Often,Always,Often,Often,Often,Often,3,Yes,Internet service provider ISPs,"Internet, website, email bulletins, blogs, etc.",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,vanish eventually,Agree,Agree,Agree,Agree,Agree,strict laws and punishments,No,"Yes, I would",Technical,Western_Province,No,Yes
Female,Early adulthood,Undergraduate,Social Science,Qassim,Frequently,Intermediate,1,Cellular network,1,Windows,IOS,"Authentication (e.g. password, PIN)",Neutral,Always,Sometimes,Always,Always,Sometimes,Always,Often,Often,Never,Often,Always,0,No,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Always,Do not know,Do not know,Do not know,Do not know,Do not know,Always,Do not know,Always,Always,Always,Always,no change,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,No role,No,"Yes, I would",Not Technical,Central_Province,No,Yes
Male,Adult,Postgraduate,Computer Science,Makkah,Frequently,Intermediate,2,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Very secure,Often,Seldom,Always,Always,Never,Sometimes,Often,Seldom,Sometimes,Always,Always,2,Yes,"Professional activities: conferences, meetings, briefings, etc., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT), Rely on automatic updates",Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Always,Always,Always,Always,Always,Do not know,Always,Never,Always,Always,Always,Always,serious issue,Agree,Strongly Agree,Agree,Agree,Agree,public awareness,Yes,"No, I would not",Technical,Western_Province,Yes,Yes
Female,Adult,Undergraduate,Education,Eastern Province,Frequently,Intermediate,1,Private Wi-Fi,4,Windows,Android,"Anti-virus, Software update,Backup",Not secure,Often,Seldom,Always,Often,Sometimes,Seldom,Never,Seldom,Often,Seldom,Always,1,No,"Government or professional reports, I do not feel that I keep myself updated","Rely on automatic updates, I do not feel that I keep myself updated",Strongly Agree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Disagree,Sometimes,Never,Sometimes,Sometimes,Do not know,Never,Always,Do not know,Always,Sometimes,Sometimes,Do not know,vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,public awareness,No,"Yes, I would",Not Technical,Eastern Province,No,No
Female,Adult,Postgraduate,Chemsitry,Makkah,Frequently,Intermediate,1,Private Wi-Fi,3,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN)",Very secure,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,1,No,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Do not know,Do not know,Sometimes,Sometimes,Sometimes,Do not know,Always,Always,Always,Always,Sometimes,Always,serious issue,Agree,Agree,Agree,Agree,Agree,public awareness,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Female,Early adulthood,High School,Social Science,Baha,Frequently,Beginner,1,Cellular network,1,Windows,IOS,Backup,Very secure,Often,Often,Sometimes,Always,Always,Always,Often,Always,Often,Often,Often,1,Yes,"Newspapers, magazines, Posters","TV, news, radio",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Always,Sometimes,Do not know,Do not know,Do not know,Do not know,Never,Never,Always,Always,Always,Always,Don't know,Strongly Agree,Agree,Agree,Neutral,Neutral,No role,Yes,"No, I would not",Not Technical,Southern_Province,Yes,Yes
Female,Adult,Undergraduate,Education,Makkah,Once a day,Intermediate,1,I don't know,1,I don't know,Android,Software update,Very secure,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,Often,1,Yes,Government or professional reports,Internet service provider ISPs,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always,Always,Always,Always,Always,Always,serious issue,Agree,Agree,Agree,Agree,Agree,No role,Yes,"No, I would not",Not Technical,Western_Province,No,No
Female,Early adulthood,Undergraduate,Business Administration,Eastern Province,Frequently,Intermediate,2,Private Wi-Fi,4,Windows,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Often,Always,Always,Seldom,Never,Always,Never,Never,Always,Always,2,Yes,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Disagree,Sometimes,Never,Sometimes,Do not know,Sometimes,Never,Always,Never,Always,Never,Never,Never,serious issue,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Eastern Province,No,No
Female,Early adulthood,Undergraduate,Education,Qassim,Frequently,Beginner,2,Private Wi-Fi,3,Windows,Android,Anti-virus,Very secure,Often,Seldom,Always,Always,Sometimes,Seldom,Never,Never,Never,Always,Always,2,I don't know,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Agree,Always,Never,Never,Never,Do not know,Never,Always,Do not know,Always,Always,Sometimes,Do not know,Don't know,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,monitor organisations,No,"Yes, I would",Not Technical,Central_Province,No,No
Male,Adult,Undergraduate,Languages,Asir,Frequently,Intermediate,1,Cellular network,4,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN)",Very secure,Often,Never,Often,Often,Never,Seldom,Seldom,Seldom,Sometimes,Always,Often,0,Yes,I do not feel that I keep myself updated,Rely on automatic updates,Strongly Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Sometimes,Do not know,Sometimes,Do not know,Sometimes,Sometimes,Somtimes,Do not know,Always,Always,Always,Always,no change,Agree,Agree,Agree,Agree,Agree,strict laws and punishments,No,"Yes, I would",Not Technical,Southern_Province,No,No
Female,Early adulthood,Undergraduate,Business Administration,Makkah,Frequently,Beginner,1,Private Wi-Fi,1,I don't know,IOS,Backup,Very secure,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,1,I don't know,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,vanish eventually,Neutral,Neutral,Neutral,Neutral,Neutral,strict laws and punishments,No,"Yes, I would",Not Technical,Western_Province,No,Yes
Female,Early adulthood,Undergraduate,Business Administration,Makkah,Frequently,Expert ,1,Private Wi-Fi,1,Windows,Blackberry,Software update,Very secure,Often,Sometimes,Often,Sometimes,Always,Sometimes,Often,Seldom,Often,Sometimes,Seldom,1,I don't know,"Professional activities: conferences, meetings, briefings, etc.",Government websites (e.g. CERT),Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Do not know,Do not know,Sometimes,Do not know,Sometimes,Sometimes,Always,Always,Sometimes,Always,Always,Always,serious issue,Agree,Agree,Neutral,Strongly Agree,Agree,No role,No,"No, I would not",Not Technical,Western_Province,Yes,No
Male,Adult,Postgraduate,Computer Science,Makkah,Frequently,Expert ,4,Private Wi-Fi,5,Windows,Android,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Very secure,Always,Often,Always,Always,Often,Seldom,Often,Never,Always,Always,Always,2,Yes,"Professional activities: conferences, meetings, briefings, etc., Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT),Internet service provider ISPs, Rely on automatic updates",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Neutral,Agree,Never,Never,Always,Never,Never,Never,Always,Sometimes,Always,Always,Never,Always,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,public awareness,Yes,"No, I would not",Technical,Western_Province,Yes,Yes
Female,Mature adulthood,High School,Computer Science,Makkah,Frequently,Beginner,1,Private Wi-Fi,2,I don't know,Android,"Authentication (e.g. password, PIN) , Software update",Not sure ,Sometimes,Often,Often,Sometimes,Sometimes,Always,Sometimes,Often,Often,Often,Always,1,No,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Always,Sometimes,Always,Always,Always,Never,Always,Always,vanish eventually,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Don’t know,No,"Yes, I would",Technical,Western_Province,No,Yes
Female,Mature adulthood,Undergraduate,Islamic studies,Riyadh,Frequently,Intermediate,3,Private Wi-Fi,3,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) , Encryption, Software update,Backup",Very secure,Often,Never,Always,Often,Sometimes,Always,Always,Seldom,Seldom,Always,Always,1,No,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Do not know,Do not know,Do not know,Do not know,Do not know,Never,Never,Always,Never,Never,Never,Never,vanish eventually,Neutral,Strongly Agree,Neutral,Agree,Disagree,strict laws and punishments,No,"Yes, I would",Not Technical,Central_Province,No,No
Male,Early adulthood,Undergraduate,Islamic studies,Asir,Frequently,Intermediate,2,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Encryption",Very secure,Always,Never,Always,Always,Seldom,Often,Always,Often,Sometimes,Always,Always,1,Yes,Government or professional reports,"TV, news, radio, Government websites (e.g. CERT)",Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Never,Sometimes,Do not know,Never,Do not know,Never,Always,Never,Always,Always,Sometimes,Sometimes,serious issue,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Southern_Province,No,Yes
Female,Adult,Undergraduate,Social Science,Makkah,Frequently,Beginner,1,Cellular network,1,Windows,Android,"Software update,Backup",Not secure,Sometimes,Always,Always,Always,Sometimes,Always,Sometimes,Never,Always,Always,Sometimes,0,I don't know,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Do not know,Never,Do not know,Do not know,Do not know,Do not know,Somtimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Don't know,Strongly Agree,Strongly Agree,Neutral,Neutral,Neutral,public awareness,No,"Yes, I would",Not Technical,Western_Province,No,No
Male,Early adulthood,Undergraduate,Media,Makkah,Frequently,Intermediate,2,Private Wi-Fi,5,mac OS,IOS,"Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Often,Seldom,Always,Often,Sometimes,Sometimes,Sometimes,Seldom,Often,Often,Always,0,Yes,"Government or professional reports, I do not feel that I keep myself updated","Government websites (e.g. CERT), Rely on automatic updates",Strongly Agree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Sometimes,Do not know,Do not know,Sometimes,Sometimes,Sometimes,Always,Always,Always,Sometimes,Always,Always,vanish eventually,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,monitor organisations,No,"Yes, I would",Not Technical,Western_Province,No,No
Male,Early adulthood,Undergraduate,Education,Makkah,Once a day,Beginner,1,Cellular network,3,I don't know,IOS,None,Not sure ,Never,Sometimes,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always,Seldom,Sometimes,0,I don't know,I do not feel that I keep myself updated,I do not feel that I keep myself updated,Neutral,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Do not know,Do not know,Do not know,Do not know,Do not know,Do not know,Somtimes,Do not know,Sometimes,Sometimes,Sometimes,Sometimes,Don't know,Agree,Agree,Agree,Agree,Agree,Don’t know,No,"Yes, I would",Not Technical,Western_Province,No,No
Female,Adult,Postgraduate,Medicine or public health,Makkah,Frequently,Intermediate,3,Public Wi-Fi,5,mac OS,IOS,"Anti-virus, Authentication (e.g. password, PIN) , Software update,Backup",Very secure,Always,Often,Often,Often,Seldom,Seldom,Often,Seldom,Often,Often,Always,1,Yes,I do not feel that I keep myself updated,"Internet, website, email bulletins, blogs, etc., I do not feel that I keep myself updated",Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Neutral,Sometimes,Do not know,Always,Always,Sometimes,Do not know,Always,Never,Always,Always,Always,Always,serious issue,Disagree,Agree,Agree,Agree,Disagree,strict laws and punishments,Yes,"No, I would not",Not Technical,Western_Province,No,Yes
Female,Mature adulthood,Postgraduate,Education,Riyadh,Frequently,Intermediate,2,Private Wi-Fi,5,Windows,IOS,"Anti-virus, Firewall, Authentication (e.g. password, PIN) ,Backup",Very secure,Often,Seldom,Always,Always,Never,Never,Seldom,Sometimes,Sometimes,Often,Always,2,Yes,"Newspapers, magazines, Posters, Professional activities: conferences, meetings, briefings, etc., Internet service provider ISPs, Government or professional reports","TV, news, radio, Internet, website, email bulletins, blogs, etc., Government websites (e.g. CERT)",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Always,Sometimes,Always,Always,Always,Always,Always,Always,Do not know,Always,Do not know,Always,serious issue,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,strict laws and punishments,Yes,"No, I would not",Not Technical,Central_Province,Yes,Yes
Male,Adult,Undergraduate,Education,Makkah,Once a day,Intermediate,1,Cellular network,1,I don't know,Android,Software update,Very secure,Always,Always,Often,Often,Often,Always,Often,Often,Sometimes,Often,Often,1,No,"Professional activities: conferences, meetings, briefings, etc.","TV, news, radio",Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,Never,Sometimes,Never,Do not know,Never,Never,Never,Never,Always,Always,Never,vanish eventually,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Not Technical,Western_Province,Yes,Yes
Male,Adult,Undergraduate,Computer Science,Riyadh,Frequently,Intermediate,4,Private Wi-Fi,5,Windows,Android,"Encryption,Backup",Very secure,Often,Seldom,Always,Seldom,Sometimes,Seldom,Never,Seldom,Seldom,Often,Always,4,Yes,I do not feel that I keep myself updated,"TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Never,Do not know,Sometimes,Sometimes,Sometimes,Sometimes,Always,Sometimes,Always,Always,Always,Always,serious issue,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,No role,No,"Yes, I would",Technical,Central_Province,No,Yes
Male,Early adulthood,High School,Computer Science,Eastern Province,Frequently,Beginner,2,Cellular network,4,Windows,IOS,"Authentication (e.g. password, PIN) ,Backup",Very secure,Always,Never,Always,Always,Seldom,Always,Always,Sometimes,Never,Always,Always,1,Yes,Government or professional reports,"TV, news, radio, Internet, website, email bulletins, blogs, etc.",Strongly Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Do not know,Never,Never,Never,Never,Always,Always,Always,Always,Always,Always,Always,serious issue,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,global cyber security,No,"Yes, I would",Technical,Eastern Province,No,Yes
